event_id,time_s,speed_mps,steering,throttle,brake,track_state,tyre_energy_front_left_kj,tyre_energy_front_right_kj,tyre_energy_rear_left_kj,tyre_energy_rear_right_kj
SYNTH_0,0.0,58.0,0.035047650807778545,0.1713380568364466,0.7573238863271069,GREEN,0.1945037763118337,0.18328330439329737,0.16147233398426894,0.1592177867865514
SYNTH_0,0.1,59.87999850346456,0.045160849354883376,0.20479694515264812,0.6904061096947038,GREEN,0.2410087250935577,0.20735024710608962,0.13731083504762825,0.15875648721016367
SYNTH_0,0.2,61.73034830747282,0.05456183432987795,0.24369989185810176,0.6126002162837966,GREEN,0.2691341958571621,0.21108763126670904,0.20156845839716495,0.15924424369145698
SYNTH_0,0.30000000000000004,63.52186829027017,0.06310234658383039,0.2874333742437686,0.5251332515124629,GREEN,0.3068533588632115,0.2673700138507497,0.20105043039566048,0.17706409073853704
SYNTH_0,0.4,65.22630511152573,0.07064769713664115,0.3353076891673107,0.4293846216653788,GREEN,0.3903997056878025,0.3079123181410129,0.2803976808227192,0.21670389852443825
SYNTH_0,0.5,66.8167787843871,0.07707889130271846,0.38656783008365414,0.3268643398326918,GREEN,0.4476712324434649,0.3396928087654913,0.3457013784258266,0.26420936069324413
SYNTH_0,0.6000000000000001,68.26820658893033,0.0822945053082541,0.4404053939492244,0.2191892121015513,GREEN,0.569811177924297,0.3663993372690485,0.4386596554408046,0.33453858583268015
SYNTH_0,0.7000000000000001,69.55769864163683,0.08621228580472401,0.4959713302208597,0.10805733955828063,GREEN,0.620813655013457,0.4214820272958791,0.5355451016232,0.39490613078608305
SYNTH_0,0.8,70.66491888253023,0.0887704470533302,0.552389330890075,0.0,GREEN,0.6979767484334085,0.4572390555035984,0.6718521954771298,0.4812148438886533
SYNTH_0,0.9,71.57240578699029,0.08992864532301072,0.6087696503838367,0.0,GREEN,0.7689482643620441,0.5169022220214079,0.7117233911422157,0.4971291908811742
SYNTH_0,1.0,72.2658477444273,0.0896686151351786,0.6642231373837577,0.0,GREEN,0.7562433710459314,0.517973908263306,0.7381573659248943,0.511354938119601
SYNTH_0,1.1,72.73430876093033,0.08799445732123042,0.7178752572735421,0.0,GREEN,0.7618419824775458,0.5100018155165207,0.728447341174862,0.5476745397650067
SYNTH_0,1.2000000000000002,72.97040092642408,0.08493257434998559,0.768879884072305,0.0,GREEN,0.7225294751599565,0.4787671254544381,0.7651725397462518,0.5079565266528903
SYNTH_0,1.3,72.97040092642408,0.08053125394498084,0.8164326443467428,0.0,GREEN,0.6670572957479214,0.42721888856135487,0.6944184290867067,0.5542395353275525
